test_date,county,new_positives,total_number_of_tests,region_orig
2020-09-02,Orange,18,1105,Lower Hudson Valley
2020-09-01,Orange,15,1787,Lower Hudson Valley
2020-08-31,Orange,12,829,Lower Hudson Valley
2020-08-30,Orange,15,668,Lower Hudson Valley
2020-08-29,Orange,8,1565,Lower Hudson Valley
2020-08-28,Orange,11,1140,Lower Hudson Valley
2020-08-27,Orange,17,1435,Lower Hudson Valley
2020-08-26,Orange,16,873,Lower Hudson Valley
2020-08-25,Orange,12,798,Lower Hudson Valley
2020-08-24,Orange,11,671,Lower Hudson Valley
2020-08-23,Orange,9,587,Lower Hudson Valley
2020-08-22,Orange,6,940,Lower Hudson Valley
2020-08-21,Orange,12,1315,Lower Hudson Valley
2020-08-20,Orange,24,1128,Lower Hudson Valley
2020-08-19,Orange,10,1080,Lower Hudson Valley
2020-08-18,Orange,13,1068,Lower Hudson Valley
2020-08-17,Orange,13,942,Lower Hudson Valley
2020-08-16,Orange,2,662,Lower Hudson Valley
2020-08-15,Orange,25,858,Lower Hudson Valley
2020-08-14,Orange,12,1349,Lower Hudson Valley
2020-08-13,Orange,7,1055,Lower Hudson Valley
2020-08-12,Orange,19,904,Lower Hudson Valley
2020-08-11,Orange,11,990,Lower Hudson Valley
2020-08-10,Orange,12,1202,Lower Hudson Valley
2020-08-09,Orange,9,543,Lower Hudson Valley
2020-08-08,Orange,3,644,Lower Hudson Valley
2020-08-07,Orange,27,1153,Lower Hudson Valley
2020-08-06,Orange,2,734,Lower Hudson Valley
2020-08-05,Orange,14,848,Lower Hudson Valley
2020-08-04,Orange,8,659,Lower Hudson Valley
2020-08-03,Orange,9,1050,Lower Hudson Valley
2020-08-02,Orange,3,583,Lower Hudson Valley
2020-08-01,Orange,5,585,Lower Hudson Valley
2020-07-31,Orange,6,986,Lower Hudson Valley
2020-07-30,Orange,10,712,Lower Hudson Valley
2020-07-29,Orange,38,2123,Lower Hudson Valley
2020-07-28,Orange,10,648,Lower Hudson Valley
2020-07-27,Orange,14,792,Lower Hudson Valley
2020-07-26,Orange,12,634,Lower Hudson Valley
2020-07-25,Orange,4,418,Lower Hudson Valley
2020-07-24,Orange,18,972,Lower Hudson Valley
2020-07-23,Orange,8,974,Lower Hudson Valley
2020-07-22,Orange,8,831,Lower Hudson Valley
2020-07-21,Orange,7,670,Lower Hudson Valley
2020-07-20,Orange,15,864,Lower Hudson Valley
2020-07-19,Orange,7,417,Lower Hudson Valley
2020-07-18,Orange,10,596,Lower Hudson Valley
2020-07-17,Orange,13,796,Lower Hudson Valley
2020-07-16,Orange,13,1081,Lower Hudson Valley
2020-07-15,Orange,17,796,Lower Hudson Valley
2020-07-14,Orange,28,947,Lower Hudson Valley
2020-07-13,Orange,9,914,Lower Hudson Valley
2020-07-12,Orange,6,605,Lower Hudson Valley
2020-07-11,Orange,5,847,Lower Hudson Valley
2020-07-10,Orange,10,1007,Lower Hudson Valley
2020-07-09,Orange,10,959,Lower Hudson Valley
2020-07-08,Orange,4,866,Lower Hudson Valley
2020-07-07,Orange,8,734,Lower Hudson Valley
2020-07-06,Orange,17,642,Lower Hudson Valley
2020-07-05,Orange,6,622,Lower Hudson Valley
2020-07-04,Orange,9,885,Lower Hudson Valley
2020-07-03,Orange,7,923,Lower Hudson Valley
2020-07-02,Orange,15,1204,Lower Hudson Valley
2020-07-01,Orange,14,702,Lower Hudson Valley
2020-06-30,Orange,7,638,Lower Hudson Valley
2020-06-29,Orange,7,734,Lower Hudson Valley
2020-06-28,Orange,3,459,Lower Hudson Valley
2020-06-27,Orange,3,508,Lower Hudson Valley
2020-06-26,Orange,12,1012,Lower Hudson Valley
2020-06-25,Orange,19,887,Lower Hudson Valley
2020-06-24,Orange,10,912,Lower Hudson Valley
2020-06-23,Orange,3,502,Lower Hudson Valley
2020-06-22,Orange,12,1239,Lower Hudson Valley
2020-06-21,Orange,6,577,Lower Hudson Valley
2020-06-20,Orange,10,698,Lower Hudson Valley
2020-06-19,Orange,18,646,Lower Hudson Valley
2020-06-18,Orange,16,1197,Lower Hudson Valley
2020-06-17,Orange,5,793,Lower Hudson Valley
2020-06-16,Orange,19,744,Lower Hudson Valley
2020-06-15,Orange,7,758,Lower Hudson Valley
2020-06-14,Orange,2,810,Lower Hudson Valley
2020-06-13,Orange,8,655,Lower Hudson Valley
2020-06-12,Orange,5,967,Lower Hudson Valley
2020-06-11,Orange,8,1048,Lower Hudson Valley
2020-06-10,Orange,9,1056,Lower Hudson Valley
2020-06-09,Orange,8,937,Lower Hudson Valley
2020-06-08,Orange,10,957,Lower Hudson Valley
2020-06-07,Orange,9,827,Lower Hudson Valley
2020-06-06,Orange,6,847,Lower Hudson Valley
2020-06-05,Orange,24,1157,Lower Hudson Valley
2020-06-04,Orange,13,978,Lower Hudson Valley
2020-06-03,Orange,11,941,Lower Hudson Valley
2020-06-02,Orange,11,842,Lower Hudson Valley
2020-06-01,Orange,27,1027,Lower Hudson Valley
2020-05-31,Orange,16,713,Lower Hudson Valley
2020-05-30,Orange,17,683,Lower Hudson Valley
2020-05-29,Orange,28,776,Lower Hudson Valley
2020-05-28,Orange,36,868,Lower Hudson Valley
2020-05-27,Orange,33,1013,Lower Hudson Valley
2020-05-26,Orange,15,528,Lower Hudson Valley
2020-05-25,Orange,33,617,Lower Hudson Valley
2020-05-24,Orange,19,478,Lower Hudson Valley
2020-05-23,Orange,28,638,Lower Hudson Valley
2020-05-22,Orange,55,764,Lower Hudson Valley
2020-05-21,Orange,50,753,Lower Hudson Valley
2020-05-20,Orange,49,919,Lower Hudson Valley
2020-05-19,Orange,55,819,Lower Hudson Valley
2020-05-18,Orange,23,362,Lower Hudson Valley
2020-05-17,Orange,22,367,Lower Hudson Valley
2020-05-16,Orange,64,662,Lower Hudson Valley
2020-05-15,Orange,54,715,Lower Hudson Valley
2020-05-14,Orange,54,766,Lower Hudson Valley
2020-05-13,Orange,78,939,Lower Hudson Valley
2020-05-12,Orange,61,614,Lower Hudson Valley
2020-05-11,Orange,48,516,Lower Hudson Valley
2020-05-10,Orange,41,402,Lower Hudson Valley
2020-05-09,Orange,57,535,Lower Hudson Valley
2020-05-08,Orange,84,690,Lower Hudson Valley
2020-05-07,Orange,74,842,Lower Hudson Valley
2020-05-06,Orange,113,1181,Lower Hudson Valley
2020-05-05,Orange,71,509,Lower Hudson Valley
2020-05-04,Orange,129,869,Lower Hudson Valley
2020-05-03,Orange,48,421,Lower Hudson Valley
2020-05-02,Orange,57,510,Lower Hudson Valley
2020-05-01,Orange,159,839,Lower Hudson Valley
2020-04-30,Orange,101,787,Lower Hudson Valley
2020-04-29,Orange,162,880,Lower Hudson Valley
2020-04-28,Orange,114,602,Lower Hudson Valley
2020-04-27,Orange,136,645,Lower Hudson Valley
2020-04-26,Orange,132,587,Lower Hudson Valley
2020-04-25,Orange,133,643,Lower Hudson Valley
2020-04-24,Orange,818,2748,Lower Hudson Valley
2020-04-23,Orange,339,1213,Lower Hudson Valley
2020-04-22,Orange,126,399,Lower Hudson Valley
2020-04-21,Orange,129,430,Lower Hudson Valley
2020-04-20,Orange,79,298,Lower Hudson Valley
2020-04-19,Orange,103,278,Lower Hudson Valley
2020-04-18,Orange,113,411,Lower Hudson Valley
2020-04-17,Orange,182,575,Lower Hudson Valley
2020-04-16,Orange,196,512,Lower Hudson Valley
2020-04-15,Orange,172,521,Lower Hudson Valley
2020-04-14,Orange,138,341,Lower Hudson Valley
2020-04-13,Orange,396,1161,Lower Hudson Valley
2020-04-12,Orange,155,492,Lower Hudson Valley
2020-04-11,Orange,180,563,Lower Hudson Valley
2020-04-10,Orange,315,879,Lower Hudson Valley
2020-04-09,Orange,442,1335,Lower Hudson Valley
2020-04-08,Orange,225,578,Lower Hudson Valley
2020-04-07,Orange,266,711,Lower Hudson Valley
2020-04-06,Orange,202,604,Lower Hudson Valley
2020-04-05,Orange,295,827,Lower Hudson Valley
2020-04-04,Orange,361,1077,Lower Hudson Valley
2020-04-03,Orange,344,1046,Lower Hudson Valley
2020-04-02,Orange,404,1114,Lower Hudson Valley
2020-04-01,Orange,237,628,Lower Hudson Valley
2020-03-31,Orange,200,477,Lower Hudson Valley
2020-03-30,Orange,121,306,Lower Hudson Valley
2020-03-29,Orange,188,394,Lower Hudson Valley
2020-03-28,Orange,146,373,Lower Hudson Valley
2020-03-27,Orange,190,498,Lower Hudson Valley
2020-03-26,Orange,160,394,Lower Hudson Valley
2020-03-25,Orange,113,322,Lower Hudson Valley
2020-03-24,Orange,140,298,Lower Hudson Valley
2020-03-23,Orange,109,340,Lower Hudson Valley
2020-03-22,Orange,142,472,Lower Hudson Valley
2020-03-21,Orange,84,393,Lower Hudson Valley
2020-03-20,Orange,79,377,Lower Hudson Valley
2020-03-19,Orange,33,180,Lower Hudson Valley
2020-03-18,Orange,19,94,Lower Hudson Valley
2020-03-17,Orange,17,83,Lower Hudson Valley
2020-03-16,Orange,4,36,Lower Hudson Valley
2020-03-15,Orange,5,36,Lower Hudson Valley
2020-03-14,Orange,0,12,Lower Hudson Valley
2020-03-13,Orange,5,22,Lower Hudson Valley
2020-03-12,Orange,0,12,Lower Hudson Valley
2020-03-11,Orange,1,4,Lower Hudson Valley
2020-03-10,Orange,0,0,Lower Hudson Valley
2020-03-09,Orange,0,1,Lower Hudson Valley
2020-03-08,Orange,0,0,Lower Hudson Valley
2020-03-07,Orange,0,0,Lower Hudson Valley
2020-03-06,Orange,0,0,Lower Hudson Valley
2020-03-05,Orange,0,0,Lower Hudson Valley
2020-03-04,Orange,0,0,Lower Hudson Valley
2020-03-03,Orange,0,0,Lower Hudson Valley
2020-03-02,Orange,0,0,Lower Hudson Valley
2020-03-01,Orange,0,0,Lower Hudson Valley
2022-10-12,Putnam,24,299,Lower Hudson Valley
2022-10-11,Putnam,19,260,Lower Hudson Valley
2022-10-10,Putnam,7,125,Lower Hudson Valley
2022-10-09,Putnam,10,176,Lower Hudson Valley
2022-10-08,Putnam,19,228,Lower Hudson Valley
2022-10-07,Putnam,20,260,Lower Hudson Valley
2022-10-06,Putnam,20,241,Lower Hudson Valley
2022-10-05,Putnam,23,300,Lower Hudson Valley
2022-10-04,Putnam,27,298,Lower Hudson Valley
2022-10-03,Putnam,11,149,Lower Hudson Valley
2022-10-02,Putnam,12,158,Lower Hudson Valley
2022-10-01,Putnam,17,250,Lower Hudson Valley
2022-09-30,Putnam,24,228,Lower Hudson Valley
2022-09-29,Putnam,40,327,Lower Hudson Valley
2022-09-28,Putnam,26,267,Lower Hudson Valley
2022-09-27,Putnam,35,282,Lower Hudson Valley
2022-09-26,Putnam,15,150,Lower Hudson Valley
2022-09-25,Putnam,13,180,Lower Hudson Valley
2022-09-24,Putnam,13,209,Lower Hudson Valley
2022-09-23,Putnam,32,275,Lower Hudson Valley
2022-09-22,Putnam,23,292,Lower Hudson Valley
2022-09-21,Putnam,35,330,Lower Hudson Valley
2022-09-20,Putnam,33,368,Lower Hudson Valley
2022-09-19,Putnam,26,155,Lower Hudson Valley
2022-09-18,Putnam,14,220,Lower Hudson Valley
2022-09-17,Putnam,34,287,Lower Hudson Valley
2022-09-16,Putnam,27,223,Lower Hudson Valley
2022-09-15,Putnam,34,312,Lower Hudson Valley
2022-09-14,Putnam,29,257,Lower Hudson Valley
2022-09-13,Putnam,36,293,Lower Hudson Valley
2022-09-12,Putnam,23,207,Lower Hudson Valley
2022-09-11,Putnam,14,147,Lower Hudson Valley
2022-09-10,Putnam,15,230,Lower Hudson Valley
2022-09-09,Putnam,21,226,Lower Hudson Valley
2022-09-08,Putnam,30,253,Lower Hudson Valley
2022-09-07,Putnam,18,250,Lower Hudson Valley
2022-09-06,Putnam,17,143,Lower Hudson Valley
2022-09-05,Putnam,7,86,Lower Hudson Valley
2022-09-04,Putnam,11,144,Lower Hudson Valley
2022-09-03,Putnam,13,200,Lower Hudson Valley
2022-09-02,Putnam,23,213,Lower Hudson Valley
2022-09-01,Putnam,14,191,Lower Hudson Valley
2022-08-31,Putnam,30,281,Lower Hudson Valley
2022-08-30,Putnam,23,273,Lower Hudson Valley
2022-08-29,Putnam,16,149,Lower Hudson Valley
2022-08-28,Putnam,18,153,Lower Hudson Valley
2022-08-27,Putnam,10,213,Lower Hudson Valley
2022-08-26,Putnam,24,246,Lower Hudson Valley
2022-08-25,Putnam,25,265,Lower Hudson Valley
2022-08-24,Putnam,25,271,Lower Hudson Valley
2022-08-23,Putnam,20,264,Lower Hudson Valley
2022-08-22,Putnam,14,129,Lower Hudson Valley
2022-08-21,Putnam,15,158,Lower Hudson Valley
2022-08-20,Putnam,12,219,Lower Hudson Valley
2022-08-19,Putnam,26,318,Lower Hudson Valley
2022-08-18,Putnam,21,252,Lower Hudson Valley
2022-08-17,Putnam,27,216,Lower Hudson Valley
2022-08-16,Putnam,20,262,Lower Hudson Valley
2022-08-15,Putnam,17,134,Lower Hudson Valley
2022-08-14,Putnam,22,199,Lower Hudson Valley
2022-08-13,Putnam,9,262,Lower Hudson Valley
2022-08-12,Putnam,27,240,Lower Hudson Valley
2022-08-11,Putnam,22,257,Lower Hudson Valley
2022-08-10,Putnam,34,305,Lower Hudson Valley
2022-08-09,Putnam,27,276,Lower Hudson Valley
2022-08-08,Putnam,28,187,Lower Hudson Valley
2022-08-07,Putnam,14,126,Lower Hudson Valley
2022-08-06,Putnam,26,324,Lower Hudson Valley
2022-08-05,Putnam,20,295,Lower Hudson Valley
2022-08-04,Putnam,24,274,Lower Hudson Valley
2022-08-03,Putnam,36,275,Lower Hudson Valley
2022-08-02,Putnam,31,321,Lower Hudson Valley
2022-08-01,Putnam,19,133,Lower Hudson Valley
2022-07-31,Putnam,15,237,Lower Hudson Valley
2022-07-30,Putnam,22,250,Lower Hudson Valley
2022-07-29,Putnam,34,319,Lower Hudson Valley
2022-07-28,Putnam,32,278,Lower Hudson Valley
2022-07-27,Putnam,45,279,Lower Hudson Valley
2022-07-26,Putnam,27,319,Lower Hudson Valley
2022-07-25,Putnam,23,221,Lower Hudson Valley
2022-07-24,Putnam,22,171,Lower Hudson Valley
2022-07-23,Putnam,17,245,Lower Hudson Valley
2022-07-22,Putnam,31,278,Lower Hudson Valley
2022-07-21,Putnam,33,292,Lower Hudson Valley
2022-07-20,Putnam,36,309,Lower Hudson Valley
2022-07-19,Putnam,25,307,Lower Hudson Valley
2022-07-18,Putnam,18,154,Lower Hudson Valley
2022-07-17,Putnam,15,181,Lower Hudson Valley
2022-07-16,Putnam,20,242,Lower Hudson Valley
2022-07-15,Putnam,20,271,Lower Hudson Valley
2022-07-14,Putnam,30,299,Lower Hudson Valley
2022-07-13,Putnam,34,364,Lower Hudson Valley
2022-07-12,Putnam,28,245,Lower Hudson Valley
2022-07-11,Putnam,29,261,Lower Hudson Valley
2022-07-10,Putnam,23,143,Lower Hudson Valley
2022-07-09,Putnam,27,276,Lower Hudson Valley
2022-07-08,Putnam,44,370,Lower Hudson Valley
2022-07-07,Putnam,34,362,Lower Hudson Valley
2022-07-06,Putnam,43,312,Lower Hudson Valley
2022-07-05,Putnam,20,116,Lower Hudson Valley
2022-07-04,Putnam,15,113,Lower Hudson Valley
2022-07-03,Putnam,19,207,Lower Hudson Valley
2022-07-02,Putnam,26,245,Lower Hudson Valley
2022-07-01,Putnam,46,312,Lower Hudson Valley
2022-06-30,Putnam,34,278,Lower Hudson Valley
2022-06-29,Putnam,34,290,Lower Hudson Valley
2022-06-28,Putnam,40,345,Lower Hudson Valley
2022-06-27,Putnam,15,221,Lower Hudson Valley
2022-06-26,Putnam,25,153,Lower Hudson Valley
2022-06-25,Putnam,22,296,Lower Hudson Valley
2022-06-24,Putnam,20,306,Lower Hudson Valley
2022-06-23,Putnam,28,339,Lower Hudson Valley
2022-06-22,Putnam,33,313,Lower Hudson Valley
2022-06-21,Putnam,21,237,Lower Hudson Valley
2022-06-20,Putnam,18,130,Lower Hudson Valley
2022-06-19,Putnam,15,212,Lower Hudson Valley
2022-06-18,Putnam,21,251,Lower Hudson Valley
2022-06-17,Putnam,25,293,Lower Hudson Valley
2022-06-16,Putnam,26,312,Lower Hudson Valley
2022-06-15,Putnam,26,300,Lower Hudson Valley
2022-06-14,Putnam,26,377,Lower Hudson Valley
2022-06-13,Putnam,25,209,Lower Hudson Valley
2022-06-12,Putnam,20,219,Lower Hudson Valley
2022-06-11,Putnam,24,357,Lower Hudson Valley
2022-06-10,Putnam,24,346,Lower Hudson Valley
2022-06-09,Putnam,27,386,Lower Hudson Valley
2022-06-08,Putnam,27,393,Lower Hudson Valley
2022-06-07,Putnam,23,410,Lower Hudson Valley
2022-06-06,Putnam,21,218,Lower Hudson Valley
2022-06-05,Putnam,18,242,Lower Hudson Valley
2022-06-04,Putnam,29,375,Lower Hudson Valley
2022-06-03,Putnam,28,370,Lower Hudson Valley
2022-06-02,Putnam,43,463,Lower Hudson Valley
2022-06-01,Putnam,55,564,Lower Hudson Valley
2022-05-31,Putnam,23,202,Lower Hudson Valley
2022-05-30,Putnam,20,166,Lower Hudson Valley
2022-05-29,Putnam,19,221,Lower Hudson Valley
2022-05-28,Putnam,22,421,Lower Hudson Valley
2022-05-27,Putnam,42,375,Lower Hudson Valley
2022-05-26,Putnam,51,481,Lower Hudson Valley
2022-05-25,Putnam,43,515,Lower Hudson Valley
2022-05-24,Putnam,57,480,Lower Hudson Valley
2022-05-23,Putnam,33,209,Lower Hudson Valley
2022-05-22,Putnam,22,277,Lower Hudson Valley
2022-05-21,Putnam,59,391,Lower Hudson Valley
2022-05-20,Putnam,52,505,Lower Hudson Valley
2022-05-19,Putnam,44,519,Lower Hudson Valley
2022-05-18,Putnam,73,556,Lower Hudson Valley
2022-05-17,Putnam,43,455,Lower Hudson Valley
2022-05-16,Putnam,45,319,Lower Hudson Valley
2022-05-15,Putnam,37,304,Lower Hudson Valley
2022-05-14,Putnam,50,444,Lower Hudson Valley
2022-05-13,Putnam,53,463,Lower Hudson Valley
2022-05-12,Putnam,79,613,Lower Hudson Valley
2022-05-11,Putnam,74,603,Lower Hudson Valley
2022-05-10,Putnam,55,531,Lower Hudson Valley
2022-05-09,Putnam,21,213,Lower Hudson Valley
2022-05-08,Putnam,40,368,Lower Hudson Valley
2022-05-07,Putnam,35,366,Lower Hudson Valley
2022-05-06,Putnam,58,518,Lower Hudson Valley
2022-05-05,Putnam,46,572,Lower Hudson Valley
2022-05-04,Putnam,61,563,Lower Hudson Valley
2022-05-03,Putnam,52,471,Lower Hudson Valley
2022-05-02,Putnam,32,226,Lower Hudson Valley
2022-05-01,Putnam,26,253,Lower Hudson Valley
2022-04-30,Putnam,32,394,Lower Hudson Valley
2022-04-29,Putnam,43,534,Lower Hudson Valley
2022-04-28,Putnam,33,476,Lower Hudson Valley
2022-04-27,Putnam,43,491,Lower Hudson Valley
2022-04-26,Putnam,36,469,Lower Hudson Valley
2022-04-25,Putnam,24,166,Lower Hudson Valley
2022-04-24,Putnam,23,284,Lower Hudson Valley
2022-04-23,Putnam,24,366,Lower Hudson Valley
2022-04-22,Putnam,32,425,Lower Hudson Valley
2022-04-21,Putnam,29,492,Lower Hudson Valley
2022-04-20,Putnam,29,408,Lower Hudson Valley
2022-04-19,Putnam,24,404,Lower Hudson Valley
2022-04-18,Putnam,22,256,Lower Hudson Valley
2022-04-17,Putnam,26,256,Lower Hudson Valley
2022-04-16,Putnam,30,327,Lower Hudson Valley
2022-04-15,Putnam,27,366,Lower Hudson Valley
2022-04-14,Putnam,22,453,Lower Hudson Valley
2022-04-13,Putnam,36,394,Lower Hudson Valley
2022-04-12,Putnam,35,501,Lower Hudson Valley
2022-04-11,Putnam,12,243,Lower Hudson Valley
2022-04-10,Putnam,15,265,Lower Hudson Valley
2022-04-09,Putnam,20,454,Lower Hudson Valley
2022-04-08,Putnam,22,477,Lower Hudson Valley
2022-04-07,Putnam,23,548,Lower Hudson Valley
2022-04-06,Putnam,26,616,Lower Hudson Valley
2022-04-05,Putnam,38,548,Lower Hudson Valley
2022-04-04,Putnam,21,229,Lower Hudson Valley
2022-04-03,Putnam,8,280,Lower Hudson Valley
2022-04-02,Putnam,17,424,Lower Hudson Valley
2022-04-01,Putnam,11,431,Lower Hudson Valley
2022-03-31,Putnam,24,556,Lower Hudson Valley
2022-03-30,Putnam,18,576,Lower Hudson Valley
2022-03-29,Putnam,20,413,Lower Hudson Valley
2022-03-28,Putnam,14,251,Lower Hudson Valley
2022-03-27,Putnam,11,280,Lower Hudson Valley
2022-03-26,Putnam,11,383,Lower Hudson Valley
2022-03-25,Putnam,12,421,Lower Hudson Valley
2022-03-24,Putnam,9,500,Lower Hudson Valley
2022-03-23,Putnam,9,473,Lower Hudson Valley
2022-03-22,Putnam,26,1017,Lower Hudson Valley
2022-03-21,Putnam,1,24,Lower Hudson Valley
2022-03-20,Putnam,1,18,Lower Hudson Valley
2022-03-19,Putnam,2,117,Lower Hudson Valley
2022-03-18,Putnam,18,479,Lower Hudson Valley
2022-03-17,Putnam,3,492,Lower Hudson Valley
2022-03-16,Putnam,6,394,Lower Hudson Valley
2022-03-15,Putnam,18,474,Lower Hudson Valley
2022-03-14,Putnam,4,277,Lower Hudson Valley
2022-03-13,Putnam,2,165,Lower Hudson Valley
2022-03-12,Putnam,9,346,Lower Hudson Valley
2022-03-11,Putnam,5,377,Lower Hudson Valley
2022-03-10,Putnam,9,1013,Lower Hudson Valley
2022-03-09,Putnam,0,46,Lower Hudson Valley
2022-03-08,Putnam,9,388,Lower Hudson Valley
2022-03-07,Putnam,3,192,Lower Hudson Valley
2022-03-06,Putnam,5,251,Lower Hudson Valley
2022-03-05,Putnam,7,383,Lower Hudson Valley
2022-03-04,Putnam,7,435,Lower Hudson Valley
2022-03-03,Putnam,9,492,Lower Hudson Valley
2022-03-02,Putnam,5,523,Lower Hudson Valley
2022-03-01,Putnam,8,419,Lower Hudson Valley
2022-02-28,Putnam,5,196,Lower Hudson Valley
2022-02-27,Putnam,8,204,Lower Hudson Valley
2022-02-26,Putnam,5,310,Lower Hudson Valley
2022-02-25,Putnam,8,431,Lower Hudson Valley
2022-02-24,Putnam,13,446,Lower Hudson Valley
2022-02-23,Putnam,9,411,Lower Hudson Valley
2022-02-22,Putnam,9,356,Lower Hudson Valley
2022-02-21,Putnam,5,175,Lower Hudson Valley
2022-02-20,Putnam,7,359,Lower Hudson Valley
2022-02-19,Putnam,9,368,Lower Hudson Valley
2022-02-18,Putnam,23,684,Lower Hudson Valley
2022-02-17,Putnam,43,745,Lower Hudson Valley
2022-02-16,Putnam,9,586,Lower Hudson Valley
2022-02-15,Putnam,14,418,Lower Hudson Valley
2022-02-14,Putnam,9,183,Lower Hudson Valley
2022-02-13,Putnam,10,262,Lower Hudson Valley
2022-02-12,Putnam,7,415,Lower Hudson Valley
2022-02-11,Putnam,17,611,Lower Hudson Valley
2022-02-10,Putnam,17,562,Lower Hudson Valley
2022-02-09,Putnam,21,792,Lower Hudson Valley
2022-02-08,Putnam,40,516,Lower Hudson Valley
2022-02-07,Putnam,26,267,Lower Hudson Valley
2022-02-06,Putnam,15,309,Lower Hudson Valley
2022-02-05,Putnam,20,341,Lower Hudson Valley
2022-02-04,Putnam,26,676,Lower Hudson Valley
2022-02-03,Putnam,20,539,Lower Hudson Valley
2022-02-02,Putnam,34,699,Lower Hudson Valley
2022-02-01,Putnam,32,648,Lower Hudson Valley
2022-01-31,Putnam,18,423,Lower Hudson Valley
2022-01-30,Putnam,11,306,Lower Hudson Valley
2022-01-29,Putnam,36,544,Lower Hudson Valley
2022-01-28,Putnam,55,753,Lower Hudson Valley
2022-01-27,Putnam,65,714,Lower Hudson Valley
2022-01-26,Putnam,80,886,Lower Hudson Valley
2022-01-25,Putnam,52,681,Lower Hudson Valley
2022-01-24,Putnam,82,485,Lower Hudson Valley
2022-01-23,Putnam,74,534,Lower Hudson Valley
2022-01-22,Putnam,65,781,Lower Hudson Valley
2022-01-21,Putnam,100,1029,Lower Hudson Valley
2022-01-20,Putnam,111,882,Lower Hudson Valley
2022-01-19,Putnam,166,951,Lower Hudson Valley
2022-01-18,Putnam,104,729,Lower Hudson Valley
2022-01-17,Putnam,80,482,Lower Hudson Valley
2022-01-16,Putnam,134,775,Lower Hudson Valley
2022-01-15,Putnam,182,1255,Lower Hudson Valley
2022-01-14,Putnam,234,1517,Lower Hudson Valley
2022-01-13,Putnam,266,1275,Lower Hudson Valley
2022-01-12,Putnam,260,1392,Lower Hudson Valley
2022-01-11,Putnam,232,1049,Lower Hudson Valley
2022-01-10,Putnam,171,983,Lower Hudson Valley
2022-01-09,Putnam,252,1300,Lower Hudson Valley
2022-01-08,Putnam,323,1583,Lower Hudson Valley
2022-01-07,Putnam,403,1830,Lower Hudson Valley
2022-01-06,Putnam,408,1677,Lower Hudson Valley
2022-01-05,Putnam,379,1735,Lower Hudson Valley
2022-01-04,Putnam,347,1753,Lower Hudson Valley
2022-01-03,Putnam,328,1584,Lower Hudson Valley
2022-01-02,Putnam,259,1049,Lower Hudson Valley
2022-01-01,Putnam,309,1291,Lower Hudson Valley
2021-12-31,Putnam,520,2301,Lower Hudson Valley
2021-12-30,Putnam,519,2428,Lower Hudson Valley
2021-12-29,Putnam,467,1871,Lower Hudson Valley
2021-12-28,Putnam,630,5077,Lower Hudson Valley
2021-12-27,Putnam,20,101,Lower Hudson Valley
2021-12-26,Putnam,11,59,Lower Hudson Valley
2021-12-25,Putnam,17,113,Lower Hudson Valley
2021-12-24,Putnam,56,377,Lower Hudson Valley
2021-12-23,Putnam,209,1586,Lower Hudson Valley
2021-12-22,Putnam,144,1218,Lower Hudson Valley
2021-12-21,Putnam,134,1002,Lower Hudson Valley
2021-12-20,Putnam,103,705,Lower Hudson Valley
2021-12-19,Putnam,110,905,Lower Hudson Valley
2021-12-18,Putnam,105,1054,Lower Hudson Valley
2021-12-17,Putnam,96,1121,Lower Hudson Valley
2021-12-16,Putnam,119,1202,Lower Hudson Valley
2021-12-15,Putnam,68,1009,Lower Hudson Valley
2021-12-14,Putnam,75,1003,Lower Hudson Valley
2021-12-13,Putnam,49,501,Lower Hudson Valley
2021-12-12,Putnam,36,694,Lower Hudson Valley
2021-12-11,Putnam,58,879,Lower Hudson Valley
2021-12-10,Putnam,84,1102,Lower Hudson Valley
2021-12-09,Putnam,65,1183,Lower Hudson Valley
2021-12-08,Putnam,57,1002,Lower Hudson Valley
2021-12-07,Putnam,71,1295,Lower Hudson Valley
2021-12-06,Putnam,36,572,Lower Hudson Valley
2021-12-05,Putnam,36,541,Lower Hudson Valley
2021-12-04,Putnam,30,859,Lower Hudson Valley
2021-12-03,Putnam,45,864,Lower Hudson Valley
2021-12-02,Putnam,41,1012,Lower Hudson Valley
2021-12-01,Putnam,55,1056,Lower Hudson Valley
2021-11-30,Putnam,49,666,Lower Hudson Valley
2021-11-29,Putnam,23,375,Lower Hudson Valley
2021-11-28,Putnam,31,470,Lower Hudson Valley
2021-11-27,Putnam,17,536,Lower Hudson Valley
2021-11-26,Putnam,19,309,Lower Hudson Valley
2021-11-25,Putnam,42,816,Lower Hudson Valley
2021-11-24,Putnam,16,861,Lower Hudson Valley
2021-11-23,Putnam,25,640,Lower Hudson Valley
2021-11-22,Putnam,18,425,Lower Hudson Valley
2021-11-21,Putnam,17,513,Lower Hudson Valley
2021-11-20,Putnam,17,635,Lower Hudson Valley
2021-11-19,Putnam,15,741,Lower Hudson Valley
2021-11-18,Putnam,30,918,Lower Hudson Valley
2021-11-17,Putnam,23,759,Lower Hudson Valley
2021-11-16,Putnam,12,596,Lower Hudson Valley
2021-11-15,Putnam,16,276,Lower Hudson Valley
2021-11-14,Putnam,12,558,Lower Hudson Valley
2021-11-13,Putnam,10,487,Lower Hudson Valley
2021-11-12,Putnam,22,883,Lower Hudson Valley
